Face Detection Time
"{'Video_Playback_Time': 6.433333333333334, 'KST_Time': '2024-01-05 18:01:39.912011'}"
"{'Video_Playback_Time': 6.466666666666667, 'KST_Time': '2024-01-05 18:01:39.943031'}"
"{'Video_Playback_Time': 6.5, 'KST_Time': '2024-01-05 18:01:39.994067'}"
"{'Video_Playback_Time': 6.533333333333333, 'KST_Time': '2024-01-05 18:01:40.032138'}"
"{'Video_Playback_Time': 6.566666666666666, 'KST_Time': '2024-01-05 18:01:40.064572'}"
"{'Video_Playback_Time': 6.6, 'KST_Time': '2024-01-05 18:01:40.093557'}"
"{'Video_Playback_Time': 6.633333333333333, 'KST_Time': '2024-01-05 18:01:40.128622'}"
"{'Video_Playback_Time': 6.666666666666667, 'KST_Time': '2024-01-05 18:01:40.159729'}"
"{'Video_Playback_Time': 6.7, 'KST_Time': '2024-01-05 18:01:40.190807'}"
"{'Video_Playback_Time': 6.733333333333333, 'KST_Time': '2024-01-05 18:01:40.223263'}"
"{'Video_Playback_Time': 6.766666666666667, 'KST_Time': '2024-01-05 18:01:40.271388'}"
"{'Video_Playback_Time': 6.8, 'KST_Time': '2024-01-05 18:01:40.321417'}"
"{'Video_Playback_Time': 6.833333333333333, 'KST_Time': '2024-01-05 18:01:40.360996'}"
"{'Video_Playback_Time': 6.866666666666666, 'KST_Time': '2024-01-05 18:01:40.393003'}"
"{'Video_Playback_Time': 6.8999999999999995, 'KST_Time': '2024-01-05 18:01:40.423401'}"
"{'Video_Playback_Time': 6.933333333333334, 'KST_Time': '2024-01-05 18:01:40.455188'}"
"{'Video_Playback_Time': 6.966666666666667, 'KST_Time': '2024-01-05 18:01:40.487543'}"
"{'Video_Playback_Time': 7.0, 'KST_Time': '2024-01-05 18:01:40.520733'}"
"{'Video_Playback_Time': 7.033333333333333, 'KST_Time': '2024-01-05 18:01:40.566465'}"
"{'Video_Playback_Time': 7.066666666666666, 'KST_Time': '2024-01-05 18:01:40.599027'}"
